anunciante,area_privativa,area_total,atualizacao,bairro,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Precisa Netimóveis,"131,79 m²"," 200,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,550930,9422,,,SQN 112 Bloco J,1,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-112-bloco-j-550930,765,1.290.000,9.788
Plano Imobiliária,"181,11 m²",,01/07/2022,ASA NORTE,BRASÍLIA,485122,5179,,,SQN 106 Bloco I,1,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-106-bloco-i-485122,1.250,1.990.000,10.987
Massuh Imóveis ,"30,00 m²"," 30,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,513145,24825,,,SHN Quadra 1,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-513145,,370.000,12.333
Park Sul Netimóveis,"26,60 m²",,01/07/2022,ASA NORTE,BRASÍLIA,190896,20892,,,SGAN 912,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sgan-912-190896,300,260.000,9.774
Macedo Imoveis,"123,00 m²"," 140,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,238801,11670,,,SQN 308 Bloco E,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-308-bloco-e-238801,800,1.150.000,9.349
Edson Almeida,"26,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,511681,20016,,,SGAN 912,1,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-912-511681,385,238.500,9.173
Shalom Imóveis,"30,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,198110,26692,,,SHN Quadra 4 Bloco D,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-4-bloco-d-198110,,299.900,9.996
Futura Consultoria e Negócios ,"51,00 m²"," 51,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,436877,CJ24892,,,SCRN 704/705 Bloco D,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-704-705-bloco-d-436877,534,265.000,5.196
Lady Araújo ,"33,45 m²",,01/07/2022,ASA NORTE,BRASÍLIA,554047,25610,,,SCRN 710/711 Bloco C,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-710-711-bloco-c-554047,290,240.000,7.174
Victor Cruz Escritório Imobiliário,"36,00 m²"," 36,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,530649,27313,,,SGAN 910 Módulo D,2,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-910-modulo-d-530649,442,370.000,10.277
Ariete Ribas Consultoria Imobiliária,"40,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,404949,25093,,,SCRN 710/711,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-710-711-404949,,370.000,9.250
Flávio Mendes Imóveis,"30,00 m²"," 30,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,403538,20162,,,SGAN 910 Módulo D,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-910-modulo-d-403538,330,309.000,10.300
Nilvan V. Abreu,"37,00 m²"," 37,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,330248,13974,,,SHN Quadra 05 Bloco I,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-05-bloco-i-330248,,280.000,7.567
Eldorado Imobiliária,"33,00 m²"," 33,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,499314,7148,,,SHN Quadra 5,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-5-499314,,290.000,8.787
Divino Imóveis,"123,00 m²"," 123,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,569132,24850,,,SQN 108,1,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-108-569132,,1.200.000,9.756
Jânio Sousa Assessoria Imobiliária,"58,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,336411,13933,,,SHN Quadra 1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shn-quadra-1-336411,1.058,560.000,9.655
McanimoveisDF,"44,34 m²"," 51,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,404053,13060,,,SCRN 704/705,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-704-705-404053,494,268.000,6.044
Proprieté Imóveis  ,"28,00 m²"," 28,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,568715,13753,,,SGAN 911 Módulo G,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sgan-911-modulo-g-568715,320,245.000,8.750
Módulos Consultoria e Gerenciamento Imobiliário,"35,77 m²"," 40,20 m²",01/07/2022,ASA NORTE,BRASÍLIA,561399,5004,,,SCRN 704/705 Bloco D,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-704-705-bloco-d-561399,459,320.000,8.946
Claudio Sinimbu,"54,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,521550,8165,,,SQN 116 Bloco H,1,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-116-bloco-h-521550,504,660.000,12.222
Nelson Alves Carneiro,"130,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,548925,4582,,,SQN 308 Bloco J,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-308-bloco-j-548925,,1.399.000,10.761
Ana Berg,"28,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,350196,22893,,,CLN 409 Bloco C,,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-409-bloco-c-350196,400,150.000,5.357
JP Imóveis,"110,00 m²"," 192,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,385292,5311,,,SQN 109 Bloco H,2,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-109-bloco-h-385292,1.064,1.730.000,15.727
Jânio Sousa Assessoria Imobiliária,"27,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,476134,13933,,,SGAN 912 Módulo C,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-912-modulo-c-476134,300,248.000,9.185
Mude Negócios Imobiliários ,"103,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,539867,25727,,,SQN 303,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-303-539867,,1.699.000,16.495
DNG Imobiliária ,"60,00 m²"," 94,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,518720,23418,,,SQN 209 Bloco C,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-209-bloco-c-518720,500,800.000,13.333
Jorge Neves,"160,45 m²"," 292,81 m²",01/07/2022,ASA NORTE,BRASÍLIA,216750,20013,,,SQN 215 Bloco D,3,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-215-bloco-d-216750,,0, 
Jorge Neves,"263,14 m²"," 469,53 m²",01/07/2022,ASA NORTE,BRASÍLIA,203220,20013,,,SQN 208 Bloco J,2,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-208-bloco-j-203220,1.885,0, 
Facilita Imóveis ,"138,00 m²"," 135,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,474279,22383,,,SQN 314,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-314-474279,1.085,1.520.000,11.014
TAU Construtora e Imobiliária,"41,00 m²"," 41,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,524451,13252,,,CLN 107,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-107-524451,315,220.000,5.365
MB Imóveis,"53,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,558839,18604,,,SHTN,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shtn-558839,1.127,750.000,14.150
Elizeu Imóveis,"296,00 m²"," 404,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,364410,22776,,,SQN 310 Bloco B,2,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-310-bloco-b-364410,,2.800.000,9.459
61 Imóveis - Netimóveis,"60,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,522948,21418,,,SQN 209,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-209-522948,,760.000,12.666
Marcos Marques,"167,67 m²"," 252,05 m²",01/07/2022,ASA NORTE,BRASÍLIA,564895,7234,,,SQN 115,1,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-115-564895,1.372,2.000.000,11.928
Renata Neves,"123,93 m²",,01/07/2022,ASA NORTE,BRASÍLIA,561283,14360,,,SQN 108 Bloco C,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-108-bloco-c-561283,1.118,1.100.000,8.875
