anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Ferola Empreendimentos Imobiliários,"85,00 m²"," 109,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,566478,11476,,,Avenida das Castanheiras,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-das-castanheiras-566478,600,600.000,7.058
Antônio Filho Imobiliária,"83,00 m²"," 83,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,515581,23921,,,Rua 22,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-22-515581,545,680.000,8.192
Liliane Holanda,"82,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,514880,13071,,,Rua 22,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-22-514880,,800.000,9.756
Bloco Imob,"168,00 m²"," 285,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,521336,25854,,,Rua 28,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-28-521336,1.414,1.500.000,8.928
RE/MAX Capital ,"50,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,523833,24523,,,Rua DAS FIGUEIRAS,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-das-figueiras-523833,502,430.000,8.600
Moni Netimoveis,"162,00 m²"," 162,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,404542,17097,,,Quadra 205,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-205-404542,1.200,1.080.000,6.666
Juliano - My House,"64,00 m²"," 75,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,570216,10929,,,Rua 36,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-36-570216,,565.000,8.828
Casal Brokers,"125,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,554161,28008,,,Quadra 210,2,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-210-554161,,1.280.000,10.240
Victor Viana,"93,44 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,531046,17992,,,Rua 36,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-36-531046,880,900.000,9.631
Bordalo PRIME Imobiliária ,"139,00 m²"," 139,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,527132,23761,,,Rua 5,2,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-5-527132,950,1.500.000,10.791
Acontece Imobiliária,"55,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,326746,4996,,,Avenida das Araucárias,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-das-araucarias-326746,,370.000,6.727
Paulo Monte,"127,00 m²"," 127,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,522981,12527,,,Quadra 209,,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-209-522981,,1.099.000,8.653
Martins Andrade,"45,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,568506,24788,,,Rua 4,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-4-568506,430,450.000,10.000
Ferola Empreendimentos Imobiliários,"107,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,570186,11476,,,Rua ALECRIM,1,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-alecrim-570186,780,750.000,7.009
Equipe Silvana Dias,"146,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,513899,12725,,,Rua 31,,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-31-513899,1.025,1.150,7
Riwer Imóveis ,"71,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,477657,25981,,,QS 5 Rua 860,1,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-areal-aguas-claras-df-qs-5-rua-860-477657,491,560.000,7.887
Eric Souza Oliveira,"127,00 m²"," 127,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,518237,26831,,,Rua 20,,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-20-518237,,1.147.000,9.031
Grupo Capital,"80,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,513334,25662,,,Rua 37,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-37-513334,606,856.300,10.703
Espaço Imobiliária,"83,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,436892,19825,,,Quadra 104,,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-104-436892,,680.000,8.192
Illuminar Consultoria Imobiliária,"50,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,526945,26177,,,QS 5 Rua 310,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-310-526945,460,219.000,4.380
Espaço Imobiliária,"128,00 m²"," 128,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,471798,19825,,,Quadra 201,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-201-471798,1.100,1.150.000,8.984
Antônio Filho Imobiliária,"168,00 m²"," 168,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,457734,23921,,,Rua BURITI,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-buriti-457734,1.120,1.400.000,8.333
Reginaldo Corretor,"92,00 m²"," 110,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,521146,20516,,,Rua 37,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-37-521146,750,745.000,8.097
Petrus Imob,"107,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,553629,26957,,,Rua 8,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-8-553629,740,850.000,7.943
Leide - My House,"156,00 m²"," 156,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,540363,21666,,,Avenida Flamboyant,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-avenida-flamboyant-540363,,950.000,6.089
Durães Imóveis Brokers,"48,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,495976,25227,,,Quadra 102,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-quadra-102-495976,300,380.000,7.916
Jânio Sousa Assessoria Imobiliária,"68,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,462071,13933,,,Rua 13,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-13-462071,,565.000,8.308
João Vieira Junior,"93,00 m²"," 120,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,451624,6996,,,Rua 12,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-12-451624,800,715.000,7.688
Coelho Imóveis Consultoria Prime,"180,00 m²"," 204,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,526539,25138,,,Avenida das Araucárias,3,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-526539,650,1.669.000,9.272
Paulo Barbosa Imóveis,"110,80 m²"," 182,42 m²",03/07/2022,SUL,,ÁGUAS CLARAS,508798,7237,,,Quadra 201,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-201-508798,649,870.000,7.851
Illuminar Consultoria Imobiliária,"69,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,566081,26177,,,Avenida Parque Águas Claras Quadra 301 Conjunto 08,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-quadra-301-conjunto-08-566081,550,470.000,6.811
Ferola Empreendimentos Imobiliários,"87,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,525552,11476,,,Quadra 203,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-203-525552,750,750.000,8.620
Thaís Imobiliaria,"113,00 m²"," 113,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,435116,CJ1704,,,Avenida Flamboyant,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-flamboyant-435116,540,670.000,5.929
Ferola Empreendimentos Imobiliários,"89,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,465231,11476,,,Quadra 210,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-210-465231,700,695.000,7.808
Alvaro Júnior Netimóveis,"56,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,566174,22126,,,Rua 17,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-17-566174,400,440.000,7.857
Rodrigues Empreendimentos Imobiliários ,"103,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,185478,18538,,,Avenida das Araucárias,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-185478,,950.000,9.223
Cíntia Saraiva,"67,00 m²"," 120,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,466101,26830,,,Avenida das Castanheiras,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-das-castanheiras-466101,564,430.000,6.417
Beiramar Imóveis,"104,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,454258,9486,,,Quadra 205,2,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-205-454258,850,865.000,8.317
Antônio Filho Imobiliária,"108,00 m²"," 118,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,298099,23921,,,Rua 37,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-37-298099,695,729.000,6.750
IG Negócios Imobiliários,"150,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,467412,25745,,,Rua 25,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-25-467412,,1.420.000,9.466
Beiramar Imóveis,"61,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,522321,9486,,,Rua 19,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-19-522321,,559.999,9.180
Vision Consultoria Imobiliária,"57,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,504443,21665,,,Rua 17,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-17-504443,401,450.000,7.894
P&S Assessoria Imobiliária Ltda.,"147,00 m²"," 147,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,511715,26614,,,Rua 28,2,,4,,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-28-511715,,1.350.000,9.183
Telma Valle,"97,00 m²"," 97,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,553367,14321,,,Rua 21,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-21-553367,670,660.000,6.804
Yani Netimóveis,"135,00 m²"," 135,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,507094,13036,,,Alameda Gravatá Quadra 301 Conjunto 08,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-alameda-gravata-quadra-301-conjunto-08-507094,720,870.000,6.444
Daniel Evangelista - My House,"38,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,529849,24419,,,Rua 31,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-31-529849,,310.000,8.157
Beiramar Imóveis,"263,00 m²"," 263,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,346762,9486,,,Rua 36,,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-36-346762,,1.381.500,5.252
