anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Helenice Catarina,"76,00 m²"," 125,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,524126,6326,,,Avenida Parque Águas Claras,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-parque-aguas-claras-524126,500,560.000,7.368
Êxito Netimóveis,"45,00 m²"," 45,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,494292,5330,,,Rua DAS FIGUEIRAS,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-das-figueiras-494292,,330.000,7.333
Naldo Almeida,"70,00 m²"," 70,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,568582,10028,,,Rua 25,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-25-568582,,635.000,9.071
Thaís Imobiliaria,"52,00 m²"," 91,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,558180,CJ1704,,,Rua 36,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-36-558180,450,679.000,13.057
Valadares negócios imobiliários ,"55,00 m²"," 55,00 m²",03/07/2022,ADE,,ÁGUAS CLARAS,106252,14766,,,ADE Conjunto 27,,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-ade-aguas-claras-df-ade-conjunto-27-106252,100,130.000,2.363
Imobiliária Lucas ,"61,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,332533,6551,,,Rua 17,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-17-332533,608,680.000,11.147
Juçara Andrade,"163,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,473385,26.773,,,Quadra 105,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-105-473385,1.227,1.195.000,7.331
Leonardo Castro Corretor,"210,00 m²"," 210,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,524135,22256,,,Rua 24,1,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-24-524135,984,1.200.000,5.714
Cláudio Corretor de Imóveis,"142,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,472311,12027,,,Rua 8,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-8-472311,1.300,1.230.000,8.661
Imobiliária Noble,"116,00 m²"," 116,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,567826,23545,,,Quadra 104,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-104-567826,,790.000,6.810
Neide Monteiro,"57,00 m²"," 69,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,483931,17383,,,Rua 30,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-30-483931,,460.000,8.070
RE/MAX Capital ,"71,00 m²"," 71,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,494513,24523,,,Rua 5,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-5-494513,425,550.000,7.746
Thaís Imobiliaria,"51,00 m²"," 51,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,541241,CJ1704,,,Rua 24,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-24-541241,377,528.000,10.352
JDM Imobiliária,"82,00 m²"," 82,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,514076,26287,,,Quadra 207,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-207-514076,501,765.000,9.329
Neiva,"160,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,513967,25552,,,Quadra 202,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-202-513967,1.667,1.550.000,9.687
Thaís Imobiliaria,"43,00 m²"," 50,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,462434,CJ1704,,,Rua COPAIBA,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-copaiba-462434,500,465.000,10.813
Giovanna Rios Negócios Imobiliários,"94,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,563644,27505,,,Quadra 101,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-101-563644,510,725.000,7.712
4IMOB,"38,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,563514,25942,,,Rua 36,,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-36-563514,280,315.000,8.289
Ruti Batista,"97,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,472747,13025,,,Rua 37,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-37-472747,711,630.000,6.494
Amorim Corretor de Imóveis,"32,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,571064,28397,,,Avenida Jacarandá,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-571064,390,290.000,9.062
Câmara Imóveis,"345,84 m²"," 345,84 m²",03/07/2022,SUL,,ÁGUAS CLARAS,414444,25474,,,Avenida das Araucárias,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-414444,1.400,1.550.000,4.481
Leila Freitas Corretora de Imóveis,"84,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,560154,14574,,,Rua COPAIBA,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-copaiba-560154,640,670.000,7.976
Patricia Sampaio,"68,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,529211,24046,,,QS 5 Rua 310,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-areal-aguas-claras-df-qs-5-rua-310-529211,400,290.000,4.264
Gilson Lima,"64,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,571662,12604,,,Quadra 202,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-202-571662,610,449.000,7.015
Biensky Imoveis,"139,00 m²"," 139,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,415793,24391,,,Quadra 104,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-104-415793,867,830.000,5.971
KNI Inovação em Negócios,"92,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,539785,22004,,,Rua 37,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-37-539785,787,600.000,6.521
Estrela DF Imóveis,"42,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,440489,18217,,,Rua 25,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-25-440489,350,360.000,8.571
Daleprane Inteligência Imobiliária,"46,00 m²"," 46,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,561049,25937,,,Rua DAS FIGUEIRAS,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-das-figueiras-561049,408,330.000,7.173
Fernandes & Coelho Imóveis,"70,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,512529,25533,,,Rua 13,1,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-13-512529,511,600.000,8.571
Amorim Corretor de Imóveis,"33,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,564519,28397,,,Rua 5,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-5-564519,,315.000,9.545
Massuh Imóveis ,"64,00 m²"," 75,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,524526,24825,,,Rua 36,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-36-524526,597,600.000,9.375
Multiplic Imóveis,"63,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,493974,20111,,,Quadra 202,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-202-493974,,398.000,6.317
Amorim Corretor de Imóveis,"34,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,348781,28397,,,Avenida Jequitibá,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jequitiba-348781,,215.000,6.323
Coemi Imóveis ,"48,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,508041,3545,,,Quadra 102,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-102-508041,378,415.000,8.645
Moni Netimoveis,"118,00 m²"," 118,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,553566,17097,,,Rua 36,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-36-553566,,1.100.000,9.322
VERAIMOVEIS,"82,00 m²"," 82,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,568940,10195,,,Quadra 104,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-104-568940,,699.000,8.524
Imobiliária Noble,"35,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,554152,23545,,,Avenida Jacarandá,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-554152,,330.000,9.428
Cardec Imóveis,"45,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,445047,15343,,,Avenida Parque Águas Claras,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-445047,524,360.000,8.000
 3A imobiliária Dalmo&Dailton,"112,00 m²"," 136,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,370195,26907,,,Avenida Flamboyant,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-flamboyant-370195,550,660.000,5.892
GRM GESTÃO DE IMÓVEIS,"63,00 m²"," 63,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,139170,26469,,,Rua DAS CARNAUBAS,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-das-carnaubas-139170,,572.540,9.087
Alves Escritório Imobiliário,"142,00 m²"," 166,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,475846,6407,,,Rua 8,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-8-475846,1.300,1.230.000,8.661
Soma Imóveis,"70,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,519894,26903,,,Rua 30,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-30-519894,,650.000,9.285
Atalaia Empreendimentos Imobiliários,"180,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,494554,17841,,,Avenida das Araucárias,3,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-494554,850,1.690.000,9.388
Atalaia Empreendimentos Imobiliários,"132,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,404561,17841,,,Rua 5,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-5-404561,1.080,1.000.000,7.575
WV Imóveis,"59,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,476963,10588,,,Avenida das Araucárias,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-476963,,610.000,10.338
Amorim Corretor de Imóveis,"56,00 m²"," 56,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,383502,28397,,,Rua 18,,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-18-383502,,459.000,8.196
Leide - My House,"140,00 m²"," 140,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,564079,21666,,,Quadra 106,2,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-106-564079,,1.395.000,9.964
Coelho Imóveis Consultoria Prime,"55,00 m²"," 55,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,570038,25138,,,Rua 19,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-19-570038,330,390.000,7.090
Juliana - My House,"151,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,399243,22591,,,Rua 25,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-25-399243,,1.299.000,8.602
Juliana - My House,"127,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,470295,22591,,,Rua 31,2,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-31-470295,,999.000,7.866
Daleprane Inteligência Imobiliária,"76,00 m²"," 76,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,524773,25937,,,Rua 25,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-25-524773,,599.000,7.881
JCMAX Imobiliária,"34,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,499624,27779,,,Avenida Jacarandá,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-499624,,285.000,8.382
Edileide Silva,"106,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,521870,25325,,,Avenida das Castanheiras,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-das-castanheiras-521870,,860.000,8.113
Coemi Imóveis ,"43,00 m²"," 79,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,570834,3545,,,Praça 310 A QS 05,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-areal-aguas-claras-df-praca-310-a-qs-05-570834,385,220.000,5.116
Jânio Sousa Assessoria Imobiliária,"47,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,464841,13933,,,Rua 4,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-4-464841,,470.000,10.000
Nbsimoveis,"30,00 m²"," 30,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,568425,15922,,,Rua DAS PAINEIRAS,1,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-norte-aguas-claras-df-rua-das-paineiras-568425,,265.000,8.833
Neres  Nogueira,"60,00 m²"," 60,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,438087,10469,,,Rua 13,,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-13-438087,450,430.000,7.166
Amorim Corretor de Imóveis,"30,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,565804,28397,,,Rua 36,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-36-565804,600,235.000,7.833
Imóveis do DF,"58,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,466188,15605,,,Avenida das Castanheiras,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-das-castanheiras-466188,557,712.000,12.275
Thaís Imobiliaria,"54,00 m²"," 54,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,570847,CJ1704,,,Avenida Sibipiruna,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-avenida-sibipiruna-570847,382,465.000,8.611
Amigo Imóveis,"240,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,493942,4522,,,Rua 9,2,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-9-493942,1.350,1.690.000,7.041
Carlos Porto,"38,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,490614,23456,,,Avenida das Araucárias,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-das-araucarias-490614,,290.000,7.631
Roberto Araruna - Escritório Imobiliário,"58,00 m²"," 58,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,550900,13815,,,Alameda Gravatá Quadra 301 Conjunto 05,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-alameda-gravata-quadra-301-conjunto-05-550900,503,385.000,6.637
Ecoa Imobiliária,"132,00 m²"," 203,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,490127,26431,,,Rua 13,1,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-13-490127,,900.000,6.818
Laina Irineu,"74,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,525265,20324,,,Rua 5,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-5-525265,,0, 
Atalaia Empreendimentos Imobiliários,"98,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,473208,17841,,,Quadra 207,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-207-473208,,890.000,9.081
Eros Oliveira,"189,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,352034,18405,,,Rua Babaçu,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-babacu-352034,1.200,1.600.000,8.465
A.S. Assessoria Imobiliária,"58,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,344664,9033,,,QS 5 Rua 100,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-100-344664,,340.000,5.862
Denise Costa,"86,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,538482,10420,,,Rua 5,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-5-538482,,640.000,7.441
TRK  Imóveis,"81,00 m²"," 153,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,561755,22784,,,Rua 4,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-4-561755,664,620.000,7.654
Sissi Barros,"125,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,510225,27524,,,Quadra 103,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-103-510225,936,1.100.000,8.800
Bordalo PRIME Imobiliária ,"48,00 m²"," 48,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,569883,23761,,,Quadra 104,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-quadra-104-569883,480,798.000,16.625
Thaís Imobiliaria,"263,00 m²"," 280,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,429845,CJ1704,,,Rua 36,3,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-36-429845,0,2.399.500,9.123
Gladstone Gomes Corretor de Imóveis,"184,50 m²"," 272,87 m²",03/07/2022,SUL,,ÁGUAS CLARAS,501074,5710,,,Rua 35,2,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-35-501074,1.200,1.350.000,7.317
Claudio Silva Corretor de Imóveis ,"52,00 m²"," 52,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,566221,8397,,,Rua 36,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-36-566221,492,479.000,9.211
KNI Inovação em Negócios,"205,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,541153,22004,,,Avenida Pau Brasil,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-avenida-pau-brasil-541153,1.380,1.730.000,8.439
Unita Netimóveis,"203,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,529878,25331,,,Avenida das Araucárias,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-529878,,2.400.000,11.822
Baroli,"54,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,495685,20331,,,Rua 25,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-25-495685,560,489.000,9.055
Atalaia Empreendimentos Imobiliários,"80,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,473270,17841,,,Rua BURITI,1,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-buriti-473270,603,560.000,7.000
Wang Ying Teh,"46,00 m²"," 46,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,445876,22201,,,Avenida Jacarandá,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-445876,392,356.000,7.739
Cúpula Empreendimentos Imobiliários,"72,00 m²"," 72,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,572004,17610,,,QS 5 Rua 860,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-areal-aguas-claras-df-qs-5-rua-860-572004,,585.000,8.125
Elite DF Imóveis,"30,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,570139,14649,,,QD 301,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-qd-301-570139,,265.000,8.833
Juliana - My House,"72,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,392112,22591,,,Rua 22,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-22-392112,,620.000,8.611
Home Imobiliária DF,"58,00 m²"," 58,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,510056,28.660 J,,,Avenida Pau Brasil,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-pau-brasil-510056,,430.000,7.413
Patricia Melo,"108,00 m²"," 120,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,297775,13725,,,Rua 37,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-37-297775,690,650.000,6.018
Adeílson Oliveira,"57,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,468092,11530,,,QS 5 Rua 860,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-860-468092,,440.000,7.719
Paulo Monte,"32,00 m²"," 32,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,498160,12527,,,Rua 25,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-25-498160,315,320.000,10.000
Amorim Corretor de Imóveis,"48,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,565905,28397,,,Rua 18,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-18-565905,,350.000,7.291
GN Escritório Imobiliário,"83,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,523221,9354,,,Rua 9,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-9-523221,,620.000,7.469
Lauro Soares,"86,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,525409,13433,,,Quadra 203,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-203-525409,750,750.000,8.720
Corretoras de imóveis DF,"84,00 m²"," 96,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,570422,26652,,,Rua 5,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-5-570422,530,580.000,6.904
GRM GESTÃO DE IMÓVEIS,"101,00 m²"," 101,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,559725,26469,,,Rua 36,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-36-559725,,671.493,6.648
Casa Mia,"79,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,551009,25890,,,Avenida Parque Águas Claras,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-551009,594,575.000,7.278
Unidade Invicta Imoveis Riacho Fundo 1,"200,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,366027,4453,,,Rua DAS PAINEIRAS,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-das-paineiras-366027,1.400,1.350.000,6.750
Malbeck Imóveis,"70,00 m²"," 70,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,518951,19379,,,Rua 18,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-18-518951,5,650.000,9.285
Liberty Imóveis,"34,00 m²"," 34,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,423555,24105,,,Avenida das Araucárias,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-das-araucarias-423555,,325.000,9.558
Geralda Magela,"205,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,476031,24321,,,Rua 24,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-24-476031,1.263,1.700.000,8.292
Cláudio Corretor de Imóveis,"183,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,431601,12027,,,Avenida das Araucárias,3,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-431601,,1.650.000,9.016
Gilson Lima,"60,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,554901,12604,,,Alameda Gravatá Quadra 301,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-alameda-gravata-quadra-301-554901,580,360.000,6.000
